date,diamond price,inflation rate,gold price,BTC_Close,BTC_Volume,BTC_Marketcap,ETH_Close,ETH_Volume,ETH_Marketcap,DOGE_Close,DOGE_Volume,DOGE_Marketcap
3/29/2021,10159.18,2.32,1712.3,57750.19987,57625587027,1.08E+12,1819.684963,22796570548,2.10E+11,0.05405164,537919139.8,6970630600
3/28/2021,10153.67,2.31,1720.5,55950.74577,47686580918,1.04E+12,1691.355965,16599472938,1.95E+11,0.05369841,460472974.9,6924335588
3/27/2021,10150.17,2.29,1728.7,55973.51084,47266542233,1.04E+12,1716.494612,18102277710,1.98E+11,0.05437709,753844053.1,7011100665
3/26/2021,10146.98,2.33,1731.93,55137.31373,56652197978,1.03E+12,1702.84202,22548516548,1.96E+11,0.05395158,776280028.3,6955497857
3/25/2021,10147.22,2.31,1727.6,51704.16193,67999812841,9.65E+11,1595.359192,29650328701,1.84E+11,0.05144848,1084214116,6632093766
3/24/2021,10141.22,2.27,1734.2,52774.26369,70567223787,9.85E+11,1593.413457,31228051473,1.84E+11,0.05170175,934537959.4,6664029763
3/23/2021,10138.39,2.3,1727.5,54738.94493,56435023914,1.02E+12,1678.650138,21998237965,1.93E+11,0.05355558,1040781777,6902245900
3/22/2021,10135.19,2.3,1739.55,54529.14561,56521454974,1.02E+12,1691.334018,23599296129,1.95E+11,0.0549616,696918564.7,7082689335
3/21/2021,10131.97,2.27,1739.9,57523.42099,51943414539,1.07E+12,1788.217009,22977404620,2.06E+11,0.05723426,759592996,7374772308
3/20/2021,10127.09,2.26,1749.6,58313.64261,50361731222,1.09E+12,1812.634601,22677674970,2.09E+11,0.05896063,1012934488,7596414495
