date,diamond price,inflation rate,gold price,BTC_Close,BTC_Volume,BTC_Marketcap,ETH_Close,ETH_Volume,ETH_Marketcap,DOGE_Close,DOGE_Volume,DOGE_Marketcap
5/2/2020,9397.02,1.76,1690.14,8988.596207,40134388683,1.65E+11,215.3253842,18260876092,23850828459,0.002549353,269155282.8,317137161.6
5/1/2020,9399.02,1.75,1700.4,8864.766808,44068389997,1.63E+11,214.2191064,20816320834,23725367639,0.002493909,282886977.3,310205840.5
4/30/2020,9400.77,1.73,1686.8,8658.55418,66964629541,1.59E+11,207.6020559,28089191904,22989647065,0.002442857,298563814.6,303821692.3
4/29/2020,9397.84,1.7,1712.27,8801.037767,60201052203,1.62E+11,216.9682239,26397548759,24023887081,0.00251711,295698249.4,313022241.2
4/28/2020,9397.82,1.72,1708.8,7807.058451,33187959921,1.43E+11,198.415383,18217507467,21966890357,0.002338884,254905520.4,290826200.1
4/27/2020,9397.27,1.69,1714.9,7795.600835,36162144725,1.43E+11,197.2247212,18670194595,21832392036,0.002354876,276033020.5,292782250.5
4/26/2020,9401.22,1.71,1734.41,7679.867204,33070154491,1.41E+11,197.3175302,18335367012,21839976557,0.002409088,287859775,299489108
4/25/2020,9404.44,1.69,1744.98,7569.936034,32941541447,1.39E+11,195.5153007,18260969748,21637838417,0.00214152,229810398.2,266196402
4/24/2020,9410.38,1.69,1757.785,7550.901027,34636526286,1.39E+11,189.2369419,16788555028,20940434737,0.00210275,209562151.3,261348176.2
4/23/2020,9415.49,1.67,1732.54,7429.724649,43500782316,1.36E+11,185.0286708,21275740032,20472236139,0.002047119,179000349.7,254405732.4
4/22/2020,9423.23,1.66,1715.2,7117.207479,33249153866,1.31E+11,182.5995748,17994666395,20200984352,0.002010761,163753943.3,249859465.5
4/21/2020,9484.01,1.63,1687.5,6880.323474,32589741511,1.26E+11,172.7377005,16458767984,19107591182,0.001971493,163652749.8,244952725.1
4/20/2020,9513.56,1.65,1694.13,6881.958693,37747113936,1.26E+11,172.2971576,21266681335,19056520718,0.001982187,169715146.2,246254197.4
4/19/2020,9523.06,1.61,1677.873333,7189.424824,31311210215,1.32E+11,181.6149591,19146038381,20084614446,0.002058282,172576559.7,255679213.7
4/18/2020,9527.48,1.61,1667.338333,7257.664858,32447188386,1.33E+11,186.9140058,20160323443,20668075857,0.002060898,168186509.3,255975738.2
4/17/2020,9540.35,1.63,1683.85,7096.184659,32513423567,1.30E+11,171.6385827,16714684266,18976660194,0.002013174,161550207.9,250020332.9
4/16/2020,9547.19,1.62,1717.7,7116.804218,46783242377,1.30E+11,172.1573828,22910469236,19031693317,0.002027667,179859738.3,251792237.8
4/15/2020,9552.3,1.62,1716.9,6642.109893,32288311031,1.22E+11,153.2868929,14171753737,16943501886,0.001940491,169903672.2,240940084
4/14/2020,9563.39,1.62,1730.45,6842.427861,34110434052,1.25E+11,157.5963957,14723156630,17417697024,0.001964467,188937615,243890207.3
4/13/2020,9579.74,1.63,1714.3,6845.037697,38619308647,1.25E+11,156.2795491,16465282133,17270031992,0.001958876,167357649.9,243169532.1
4/12/2020,9591.17,1.6,1698.15,6971.091591,35759567632,1.28E+11,161.1424201,15123721386,17805206568,0.001990097,169892708.9,247017402.7
4/11/2020,9586.8,1.63,1682,6859.082963,31222085946,1.26E+11,158.2160237,13555089447,17479687023,0.001989686,161367395.8,246938787.1
4/10/2020,9597.35,1.63,1696.9,6865.493372,43622840992,1.26E+11,158.4124486,17980944616,17499250378,0.001968189,122108790,244243873.9
4/9/2020,9599.88,1.63,1683.89,7302.089511,34815139178,1.34E+11,170.8071475,14901696210,18866106818,0.002021473,109954538.1,250828570.4
4/8/2020,9599.67,1.62,1646,7334.098453,37563249549,1.34E+11,172.6417338,17063110836,19066388908,0.0020118,116283369.5,249600632.7
4/7/2020,9593.05,1.66,1648.96,7176.4145,44243482668,1.31E+11,165.1019425,21659346091,18231455422,0.001997306,129399793.2,247774783.2
4/6/2020,9591.16,1.7,1664.7,7271.781153,46896904615,1.33E+11,169.1358846,21636382525,18674571701,0.001980099,173173222.7,245612628.2
4/5/2020,9594.34,1.74,1618.45,6791.129441,29510409856,1.24E+11,143.5466487,11280993591,15847283514,0.001865086,152557917.8,231320500.2
4/4/2020,9603.37,1.71,1618.45,6867.527316,33185988584,1.26E+11,145.2193846,11946658257,16029973618,0.001880419,160849685.8,233196515.2
4/3/2020,9601.75,1.69,1618.45,6733.387391,38976504903,1.23E+11,142.0913099,13184603402,15682757538,0.001853061,161121844.8,229778125.9
4/2/2020,9608.49,1.66,1614.3,6793.624596,47660646124,1.24E+11,142.0291476,15322861686,15673960169,0.00188209,165879605.1,233351815.1
4/1/2020,9611.54,1.68,1595.05,6606.776268,40346426266,1.21E+11,135.6345523,12456564435,14966424710,0.001866659,163418627,231413176.6
3/31/2020,9612,1.64,1571,6438.644766,32786468812,1.18E+11,133.5935651,11065246317,14739376438,0.001810937,156195509.9,224479953.1
3/30/2020,9609.78,1.59,1623.58,6429.841934,37101651525,1.18E+11,132.9045381,11841123306,14661550831,0.001831039,163244392,226946377.4
3/29/2020,9607.45,1.54,1622,5922.043123,28373690931,1.08E+11,125.5837304,9938133669,13852241607,0.001723252,156619234.9,213563007.2
3/28/2020,9613.66,1.57,1622,6242.193868,34885225901,1.14E+11,130.9864949,12162403960,14446379743,0.001777816,169979142.1,220300503.7
3/27/2020,9609.65,1.61,1623.5,6469.798135,34585598367,1.18E+11,133.9379402,11396286629,14770071750,0.001807071,166326062.3,223900764.3
3/26/2020,9615.15,1.64,1631.8,6716.440549,35319797642,1.23E+11,138.3615573,11367261176,15255985586,0.001841567,162455889.5,228149691.2
3/25/2020,9617.54,1.65,1611.8,6681.063127,44590107888,1.22E+11,136.1958929,13433092920,15015344150,0.001833944,163367838.8,227179862.3
3/24/2020,9621.26,1.62,1630.65,6734.80378,48221910672,1.23E+11,138.761445,14609068673,15296295171,0.001850777,177134004.9,229239744.7
3/23/2020,9623.12,1.61,1566.05,6416.314758,46491916000,1.17E+11,134.911612,14149877968,14870079035,0.001804578,166551896.7,223492493.6
3/22/2020,9622.71,1.61,1490.85,5830.254798,40099664740,1.07E+11,123.3211477,12497707224,13590860527,0.001730896,161287088.2,214343344.1
3/21/2020,9627.43,1.61,1490.85,6185.066515,42494390880,1.13E+11,132.8187078,13684083308,14635764102,0.001784542,166141810.7,220961923.9
3/20/2020,9641.16,1.6,1498.6,6198.778205,54442976103,1.13E+11,132.7371701,18960388062,14624949757,0.001772574,188170527.7,219455535.7
3/19/2020,9649.04,1.59,1467.4,6191.192952,51000731797,1.13E+11,136.593858,16396753275,15048018840,0.001773246,251888349.7,219514141.3
3/18/2020,9658.41,1.57,1484.25,5238.438577,37878801016,95740715529,114.842273,11617854009,12650160818,0.001565583,102196814.3,193785698.4
3/17/2020,9662.81,1.56,1537.15,5225.629193,38622642935,95499941183,113.9427502,12087490572,12549513954,0.001587378,102697603.6,196461667.7
3/16/2020,9672.38,1.56,1507.5,5014.479977,45368026430,91633478850,110.605876,15984904590,12180483053,0.001587194,134329667.9,196417176.4
3/15/2020,9690.68,1.56,1507.5,5392.31488,33997889639,98530059890,125.2143043,12719251813,13787534423,0.001685257,119811060,208529246.5
3/14/2020,9695.47,1.52,1507.5,5200.366264,36154506008,95014981944,123.3060246,12740784545,13575727275,0.001665741,113389100.8,206091389.9
3/13/2020,9700.07,1.49,1529.3,5563.706892,74156772075,1.02E+11,133.2018072,27864623061,14663417618,0.001737828,218676976.4,214986092.2
3/12/2020,9706.94,1.48,1574.8,4970.787901,53980357243,90804613601,112.3471238,22134741655,12366138225,0.001537197,167892774.4,190144933.8
3/11/2020,9706.52,1.51,1638.35,7911.430129,38682762605,1.45E+11,194.8685285,16984790291,21446678546,0.00218362,107425625.6,270074772.4
3/10/2020,9712.17,1.5,1653.8,7909.729393,42213940994,1.44E+11,200.7672474,18344930072,22093126953,0.00220657,115431584.1,272882610
3/9/2020,9717.43,1.48,1673.6,7923.644703,46936995808,1.45E+11,201.9863271,23645428606,22224520906,0.002214386,137033008.1,273818706.3
3/8/2020,9717.56,1.5,1697.4,8108.116291,39973102121,1.48E+11,200.6890523,21381823651,22079071207,0.002186929,101738284.2,270393757.8
3/7/2020,9720.54,1.52,1697.4,8909.953652,36216930370,1.63E+11,237.853095,19431652027,26164459704,0.002404551,88138038.13,297267547.2
3/6/2020,9728.24,1.53,1673.75,9122.545573,40826885651,1.67E+11,243.5252997,19374772256,26785082139,0.002495689,100268192.1,308500232.5
3/5/2020,9725.68,1.53,1672.28,9078.762792,39698054597,1.66E+11,229.2681889,18201291785,25213804821,0.002505808,104912777.1,309716478.8
3/4/2020,9727.49,1.57,1636.85,8755.245895,34746706368,1.60E+11,224.5179764,16567075208,24688386921,0.002398018,144601436.2,296360513.9
3/3/2020,9735.76,1.6,1640.95,8787.786456,42386715821,1.60E+11,224.4796223,19853178572,24681090483,0.00249926,174988478.7,308838196.6
3/2/2020,9743.2,1.58,1589.8,8869.670311,42857674409,1.62E+11,230.5697818,20305587789,25347534007,0.002348606,165788612.3,290189207.5
3/1/2020,9746.04,1.61,1589.8,8562.45405,35349164300,1.56E+11,218.9705999,18179807469,24069393932,0.002274739,162437207,281031073.2
2/29/2020,9748.03,1.61,1589.8,8599.50862,35792392544,1.57E+11,219.8485126,18181296376,24162913195,0.002234765,146635830.4,276061991.8
2/28/2020,9753.36,1.61,1585.85,8672.45535,44605450443,1.58E+11,226.7605015,22563530559,24919509265,0.002288663,153544452.9,282688554.4
2/27/2020,9747.38,1.59,1645.3,8784.493849,45470195695,1.60E+11,226.7533953,25645522790,24915636231,0.002323815,162813945.7,286998184.9
2/26/2020,9758.61,1.66,1640.9,8820.5222,50420050762,1.61E+11,225.6802655,26235617201,24794645345,0.002339206,201370789.5,288866739
2/25/2020,9766.9,1.67,1634.95,9341.705169,42515259129,1.70E+11,247.8175923,21878882134,27223398195,0.002476182,178541403.9,305747426.7
2/24/2020,9771.57,1.67,1659.35,9650.174807,45080496648,1.76E+11,265.2164173,22400845640,29131114037,0.002589575,159143743.7,319712946.5
2/23/2020,9770.55,1.63,1643.45,9924.515228,41185185761,1.81E+11,273.754156,19585998814,30065188433,0.002680245,180747901.9,330869854.5
2/22/2020,9769.25,1.6,1643.45,9663.181829,35838025154,1.76E+11,262.331721,16906032862,28807130266,0.002601417,156145894.8,321103019.8
2/21/2020,9769.36,1.6,1643.45,9686.441198,40930547513,1.77E+11,265.6006125,20867593292,29162464509,0.002648282,157652566.8,326850964.9
2/20/2020,9765.71,1.57,1619.75,9608.475903,44925260237,1.75E+11,257.949455,23229828870,28318879771,0.002658767,187866681.4,328108479.1
2/19/2020,9762.87,1.54,1611.35,9633.386885,46992019710,1.76E+11,259.7639627,22679414413,28514562065,0.002624076,136889051.8,323790854
2/18/2020,9757.1,1.56,1601.6,10141.99637,47271023953,1.85E+11,281.9445791,26511477187,30945457816,0.002839305,144188844.2,350309552.4
2/17/2020,9759.69,1.51,1581.05,9690.142618,45998298413,1.77E+11,266.3634463,26024080089,29231690264,0.002712306,149622002.3,334603231
2/16/2020,9762.8,1.5,1581.05,9934.43339,43374780305,1.81E+11,259.8947035,25152366643,28518254585,0.002774344,149831932.7,342218086.7
2/15/2020,9759,1.5,1581.05,9889.424628,43865054831,1.80E+11,264.7285853,23682452994,29045044403,0.00291957,144726029,360091410
2/14/2020,9763,1.55,1583.8,10312.11609,43338264162,1.88E+11,284.2175096,23558253463,31179427623,0.003129847,140849233.4,385983125.9
2/13/2020,9764.99,1.59,1575.95,10214.37946,49356071373,1.86E+11,268.099256,25801317504,29407537084,0.003025894,168543941.9,373121830
2/12/2020,9771.21,1.55,1566.1,10326.05452,43444303830,1.88E+11,265.4061261,24545049386,29108513969,0.003092775,181406959.9,381325934.5
2/11/2020,9779,1.55,1567.65,10208.23626,37648059389,1.86E+11,235.8511995,16964695963,25863852653,0.003040721,169747135.3,374865844.5
2/10/2020,9790,1.54,1571.98,9856.611494,39386548075,1.79E+11,223.5226996,16210008511,24508831903,0.002986307,195582002.6,368116092.4
2/9/2020,9789.53,1.54,1574.85,10116.67376,35807884663,1.84E+11,228.57857,15031356241,25060056859,0.003232262,218861527,398390042.1
2/8/2020,9783.01,1.55,1574.85,9865.119469,35172043762,1.80E+11,223.1465217,16741203125,24461492839,0.003158599,203803814.4,389267351
2/7/2020,9783.93,1.54,1574.85,9795.943773,34522718159,1.78E+11,222.7260663,16673443564,24412375482,0.002768733,130273878.4,341181361
2/6/2020,9784.46,1.53,1566.35,9729.802231,37628823716,1.77E+11,212.3390797,16425589683,23270983772,0.002653085,108711613.9,326893710.2
2/5/2020,9780.93,1.56,1556,9613.424289,35222060874,1.75E+11,204.2302447,14865434435,22379510312,0.002581992,105741619.2,318098839.7
2/4/2020,9783.4,1.54,1549.45,9180.962967,29893183716,1.67E+11,189.2506024,11714191695,20735478720,0.002503301,89790001.93,308369226.1
2/3/2020,9781.56,1.54,1576.95,9293.521089,30934096509,1.69E+11,189.8650632,12392875241,20800183238,0.002439852,78856631.33,300519838.7
2/2/2020,9779.85,1.57,1589.65,9344.365293,30835736946,1.70E+11,188.6175382,14054425389,20660936267,0.002468476,91552515,304011347
2/1/2020,9774.27,1.63,1589.65,9392.875368,25922656496,1.71E+11,183.6739471,11569697182,20116913728,0.00242204,78730830.13,298258838.8
1/31/2020,9773.72,1.61,1589.65,9350.529365,29432489719,1.70E+11,180.1601752,11728616394,19729633078,0.002393568,76519295.3,294719511.4
1/30/2020,9771.98,1.66,1574.45,9508.993595,32378792851,1.73E+11,184.6904764,12604789338,20223232964,0.002440406,83967913.63,300452707.3
1/29/2020,9780.12,1.65,1577.03,9316.629504,30682598115,1.69E+11,175.0503379,10725267311,19165292202,0.002389703,80676218.55,294177531.7
1/28/2020,9793.02,1.62,1567.25,9358.590317,34398744403,1.70E+11,176.3703205,11772875064,19307396128,0.002449574,91528770.78,301513933
1/27/2020,9791.79,1.62,1581.65,8909.819178,28647338393,1.62E+11,170.9308904,11004476145,18709615891,0.002367672,89023414.02,291399495.4
1/26/2020,9795.74,1.6,1571.85,8596.829833,22177678796,1.56E+11,168.0771005,9261861590,18394952135,0.002304631,73458474.46,283609272.6
1/25/2020,9791.68,1.66,1571.85,8367.847773,19647331549,1.52E+11,161.2839364,8256956802,17649296256,0.002257336,82421398.54,277757847.4
1/24/2020,9788.79,1.7,1571.85,8445.434282,24397913026,1.54E+11,163.0511829,10657671162,17840465424,0.002275864,86865882.44,280006237.4
1/23/2020,9789.45,1.76,1562.9,8406.516068,25770680779,1.53E+11,162.9285584,10396868698,17824835899,0.002267636,91866620.08,278962447.8
1/22/2020,9793.71,1.78,1558.65,8680.876042,22600204051,1.58E+11,168.2941617,9209827928,18409534609,0.002323446,82852580.2,285795825.1
1/21/2020,9791.9,1.77,1558.05,8745.894788,24097418512,1.59E+11,169.6971639,9789369362,18560711557,0.00237643,84321564.88,292280593.4
1/20/2020,9793.31,1.78,1560.55,8657.642939,26422375678,1.57E+11,167.1205093,11144529787,18276600992,0.002374056,92022276.77,291955767
1/19/2020,9800.97,1.8,1557.3,8706.24513,34217320471,1.58E+11,166.969842,13713374132,18257853532,0.002405036,108085146.9,295732370.6
1/18/2020,9813.01,1.79,1557.3,8942.808903,32337772627,1.62E+11,175.3656715,14929342256,19173512823,0.002507053,108133942.5,308242054.7
1/17/2020,9817.21,1.81,1557.3,8929.037678,36372139320,1.62E+11,170.779958,14997091826,18669811576,0.002489898,117752841.3,306098384.4
1/16/2020,9821.16,1.79,1552.65,8723.785766,31313981931,1.58E+11,164.391011,13735193018,17969103321,0.002344843,98124199.02,288233512.7
1/15/2020,9816.17,1.8,1556.25,8807.010275,40102834650,1.60E+11,166.2306851,15173694057,18167930411,0.002368673,128940321,291129905.1
1/14/2020,9815.92,1.79,1546.55,8827.764426,44841784107,1.60E+11,165.9553586,16712318373,18135588271,0.002470019,128635382.7,303552342.2
1/13/2020,9815.88,1.75,1548.25,8144.194517,22482910688,1.48E+11,144.2265911,8378529470,15759102081,0.002357752,83849845.96,289722805.4
1/12/2020,9805.33,1.8,1562.34,8192.494005,22903438381,1.49E+11,145.8739312,8528167453,15937115426,0.002380681,79426214.91,292507504
1/11/2020,9803.97,1.77,1562.34,8037.537389,25521165085,1.46E+11,142.9271145,9332208590,15613213640,0.002313559,94203408.76,284228140.9
1/10/2020,9807.76,1.77,1562.34,8166.55414,28714583844,1.48E+11,143.9637812,9084816203,15724494553,0.002355722,87683356.33,289375370.8
1/9/2020,9806.99,1.77,1552.64,7879.071524,24045990466,1.43E+11,138.9791967,7697325348,15178151517,0.002256095,70690570.95,277106182.7
1/8/2020,9816.52,1.74,1556.55,8079.862777,31672559265,1.47E+11,141.2581344,9387194957,15425115411,0.002292894,77251525.71,281594191.2
1/7/2020,9812.78,1.71,1560.2,8163.692239,28767291327,1.48E+11,143.5439983,9257954672,15672773110,0.002432763,52767343.05,298738083.4
1/6/2020,9813.34,1.7,1565.93,7769.219039,23276261598,1.41E+11,144.3041537,9093747121,15753803340,0.002462966,54562408.69,302412673.4
1/5/2020,9808.43,1.69,1565.93,7411.317327,19725074095,1.34E+11,136.2767767,7526675353,14875569430,0.002419075,52631739.97,296989930
1/4/2020,9803.63,1.69,1565.93,7410.656566,18444271275,1.34E+11,135.0693713,7430904515,14741946278,0.002241144,94227581.64,275114092.7
1/3/2020,9804.4,1.65,1569.25,7344.884183,28111481032,1.33E+11,134.1717125,10476845358,14642130120,0.002145376,62619987.78,263328861.9
1/2/2020,9815.3,1.65,1528.85,6985.470001,20802083465,1.27E+11,127.4101824,8032709256,13902505466,0.002008643,65071106.43,246518478.9
1/1/2020,9814.93,1.69,1528.85,7200.174393,18565664997,1.31E+11,130.8020081,7935230330,14271059633,0.002032614,51180941.2,249432496.9
12/31/2019,9815.83,1.69,1517.25,7193.598978,21167946112,1.30E+11,129.6108594,8936866397,14139765786,0.002028363,69469784.88,248883033.6
12/30/2019,9815.44,1.68,1514.85,7292.995078,22874131672,1.32E+11,132.6334889,9796951716,14468140712,0.00205447,73171188.28,252057915.6
12/29/2019,9816.92,1.7,1450.45,7422.652589,22445257702,1.35E+11,134.7579854,9708776786,14698483422,0.002068242,67109831.61,253718796.4
12/28/2019,9813.94,1.67,1450.45,7317.990034,21365673026,1.33E+11,128.3227117,8069298610,13995233088,0.002064249,64539192.75,253200405.5
12/27/2019,9819.44,1.71,1511.25,7290.088518,22777360996,1.32E+11,127.2146109,8299390176,13873046817,0.002052555,75486740.48,251737594
12/26/2019,9820.67,1.73,1517.4,7238.967025,22787010034,1.31E+11,126.3612229,8600871980,13778664460,0.002057631,71906467.28,252331534.5
12/25/2019,9821.16,1.74,1503.3,7275.155728,21559505149,1.32E+11,126.4546376,8418019054,13787538200,0.002088424,79207263.55,256078593.5
12/24/2019,9821.64,1.67,1465.18,7322.532459,22991622105,1.33E+11,129.0638929,7961819689,14070696528,0.002072777,71860410.01,254131324.3
12/23/2019,9821.23,1.64,1485.45,7355.628267,27831788041,1.33E+11,128.6140889,9622497693,14020312860,0.00207284,77708508.83,254110240.9
12/22/2019,9819.5,1.61,1349.6,7511.589042,23134537956,1.36E+11,132.3725195,9121058481,14428651183,0.002115183,70976748.24,259272041.1
12/21/2019,9814.35,1.63,1349.6,7191.158469,19312552168,1.30E+11,128.1309493,7449064703,13964992761,0.0020837,66682998.47,255384097.8
12/20/2019,9811.11,1.68,1530.8,7218.816387,22633815180,1.31E+11,129.0660499,8173594150,14065549620,0.002074712,67083801.77,254253745.7
12/19/2019,9808.24,1.71,1479.1,7202.844364,25904604416,1.30E+11,129.32113,9564699140,14092012421,0.002123308,79064573.7,260179865.5
12/18/2019,9814.19,1.72,1475.73,7276.80277,31836522778,1.32E+11,133.0921944,11864518321,14501554620,0.002182939,98147108.8,267456561.4
12/17/2019,9814.19,1.73,1476.33,6640.515246,22363804217,1.20E+11,122.6038881,9057166141,13357486656,0.002017735,85349927.87,247187444.5
12/16/2019,9815.85,1.74,1475.85,6932.48039,20213265950,1.26E+11,133.61403,8992282119,14555616655,0.002120576,68370094.75,259756534.8
12/15/2019,9812.95,1.73,1530.4,7152.301844,16881129804,1.29E+11,143.1149898,7235153411,15589117504,0.002153769,66491990.36,263792777
12/14/2019,9812.67,1.75,1530.4,7124.67397,17137029730,1.29E+11,142.8692272,7048066973,15560820323,0.002169691,71849717.45,265712613.6
12/13/2019,9807.89,1.74,1530.8,7269.684559,17125736940,1.32E+11,144.9447419,7264810247,15785338920,0.002174952,65851726.23,266326828.8
12/12/2019,9804.82,1.73,1469.5,7243.134363,18927080224,1.31E+11,145.6040105,7890383413,15855473988,0.002187959,66238690.06,267889467.1
12/11/2019,9809.05,1.74,1474.6,7217.427115,16350490689,1.31E+11,143.6079984,7037180049,15636405555,0.002184637,64108061.76,267452542.2
12/10/2019,9808.79,1.74,1464.18,7278.119783,18249031195,1.32E+11,146.267046,6859512025,15924221614,0.002203739,69802463.6,269760521.3
12/9/2019,9814.46,1.75,1461.45,7400.899356,17872021272,1.34E+11,148.2251688,6744206747,16135631420,0.002207982,62696753.04,270249023.1
12/8/2019,9808.39,1.73,1460.25,7564.345403,15409908086,1.37E+11,151.2647253,6441727252,16464729150,0.002237696,55442239.02,273855019.2
12/7/2019,9798.88,1.73,1460.25,7556.238034,15453520564,1.37E+11,148.7681629,5911233284,16191247024,0.002230334,62933099.31,272923283.8
12/6/2019,9801.09,1.76,1460.25,7546.996698,18104466307,1.37E+11,149.1944478,6458766441,16235876301,0.002226017,66932958.22,272363964.7
12/5/2019,9801.14,1.73,1448.4,7448.307521,18816085231,1.35E+11,149.2489946,6745910228,16240052430,0.002222959,66757792.09,271958842.5
12/4/2019,9791.77,1.79,1474.45,7252.034586,21664240918,1.31E+11,146.7477378,7865937094,15966157442,0.002208216,73151442.33,270124716.1
12/3/2019,9793.82,1.83,1477.6,7320.145468,14797485769,1.32E+11,147.9564152,6204379850,16095928402,0.002217087,62508731.78,271179198.7
12/2/2019,9795.45,1.81,1462.75,7321.988112,17082040706,1.32E+11,149.0591527,6670561362,16214125032,0.002234858,66782509.68,273321735.2
12/1/2019,9802.3,1.81,1469.4,7424.292265,18720708479,1.34E+11,151.1857294,7102780298,16443650814,0.002291853,77007808.89,280260602.4
11/30/2019,9811.52,1.84,1469.4,7569.630122,17158194786,1.37E+11,152.5396913,6565950868,16589132426,0.00231969,89565610.71,283632277.8
11/29/2019,9811.28,1.83,1530.58,7761.243602,19709695456,1.40E+11,155.3041459,7503898278,16887922522,0.002456176,97859845.25,300286976.7
11/28/2019,9807.35,1.86,1467.5,7463.106128,19050116751,1.35E+11,151.717574,7346531960,16496129470,0.002312993,97959428.04,282749816.5
11/27/2019,9804.35,1.85,1454.63,7531.663645,23991412764,1.36E+11,153.0105521,8778095308,16634910472,0.002338855,100345293.8,285878920.4
11/26/2019,9807.03,1.88,1461.35,7218.371334,21129505542,1.30E+11,148.9650662,7648516297,16193326033,0.002291157,100273989.6,280017041.9
11/25/2019,9810.29,1.85,1455.43,7146.133902,42685231262,1.29E+11,146.4765357,10962753356,15921080564,0.002286089,129591062.4,279365755.3
11/24/2019,9816.93,1.87,1462.05,7047.916882,30433517289,1.27E+11,142.8347014,7782769098,15523459920,0.002365494,101469802.5,289036445.5
11/23/2019,9810.7,1.87,1462.05,7397.796815,21008924418,1.34E+11,153.4177918,8289198330,16671705910,0.002504641,112247813.7,306003875.3
11/22/2019,9821.05,1.91,1462.05,7296.577568,34242315785,1.32E+11,150.268171,12020749863,16327536038,0.002362113,109619351.4,288557851.6
11/21/2019,9838.58,1.91,1464.35,7642.749945,22514243371,1.38E+11,161.4627255,8546371325,17541867626,0.002425991,95999425.83,296327208.7
11/20/2019,9873.72,1.89,1471.38,8027.268243,20764300437,1.45E+11,175.6983433,7205785149,19086228092,0.002556332,77286260.02,312212809.9
11/19/2019,9875.03,1.93,1472.55,8206.145918,21083613816,1.48E+11,177.4555454,7536699743,19274876583,0.002548042,85557575.29,311165408.8
11/18/2019,9877.57,1.95,1471.45,8309.285983,21579470673,1.50E+11,180.5596049,7787662111,19609782345,0.002576238,72521449.24,314572758.8
11/17/2019,9874.57,1.96,1466.55,8577.975782,18668638897,1.55E+11,185.1192355,7364325471,20102654601,0.002647939,74498787.01,323291533.6
11/16/2019,9876.79,1.97,1466.55,8550.760557,16495389808,1.54E+11,183.3483592,6789888120,19908020821,0.002669302,71531457.15,325863006
11/15/2019,9872.42,1.98,1466.55,8491.992012,21796856471,1.53E+11,180.5211809,8815678477,19598770324,0.002656632,78888251.41,324279636.7
11/14/2019,9872.63,1.96,1471.08,8708.095095,19084739975,1.57E+11,185.9996359,7872664470,20191206220,0.002680236,77359949.15,327123523.2
11/13/2019,9869.85,1.95,1463.38,8808.262582,17545755405,1.59E+11,188.2587452,7343173596,20434064781,0.002697541,80974477.43,329198490.5
11/12/2019,9868.86,1.95,1456.05,8815.662539,20309769107,1.59E+11,186.8434116,7792186666,20278071676,0.002725011,72506822.44,332513141.8
11/11/2019,9865.23,1.95,1455.75,8757.788542,20265510765,1.58E+11,185.4896461,7877424106,20128792760,0.002714828,84608148.5,331233143.6
11/10/2019,9860.47,1.95,1530.4,9055.526057,20587919881,1.63E+11,189.4772742,8752784211,20559121065,0.002774986,96734958.55,338534498.4
11/9/2019,9856.87,1.94,1530.4,8813.582487,17578630606,1.59E+11,185.0287221,7277418704,20074095541,0.002712865,93120071.02,330918440.3
11/8/2019,9858.45,1.96,1458.75,8804.880719,24333037836,1.59E+11,184.2114703,9176780911,19983058356,0.002652908,88039087.16,323568239.6
11/7/2019,9854.38,1.94,1468.85,9267.561143,22700383839,1.67E+11,187.9765437,9081247799,20389037934,0.002725448,97141368.23,332378116.9
11/6/2019,9857,1.95,1490.3,9360.879912,23133895765,1.69E+11,191.5938415,10156458684,20778894603,0.002628042,88212203.23,320462936.4
11/5/2019,9861.1,1.94,1483.78,9342.527179,26198609048,1.68E+11,189.3041706,10024177342,20528094420,0.002623717,78458701.66,319899213.6
11/4/2019,9867.6,1.94,1509.35,9412.611871,26170255634,1.70E+11,186.3551908,10551917945,20205859402,0.002613606,64040500.41,318630213.4
11/3/2019,9874.79,1.91,1513.95,9235.354879,21132220847,1.66E+11,182.4250219,8760247744,19777347724,0.002636502,57894711.19,321384941.9
11/2/2019,9865.83,1.91,1513.95,9324.717763,21242676385,1.68E+11,183.9257174,8087991830,19937622287,0.002627019,63232423.34,320192884.8
11/1/2019,9859.45,1.9,1513.95,9261.104352,24324691031,1.67E+11,183.9699024,9145611130,19940014311,0.002630308,78282711.5,320557235.8
10/31/2019,9864.12,1.9,1512.25,9199.584833,26583653947,1.66E+11,183.9669176,9607939606,19937256794,0.002615458,72101941.82,318711696.5
10/30/2019,9859.15,1.91,1495.6,9205.726559,27706531577,1.66E+11,184.6921644,10484902804,20013431227,0.00261642,88132224.38,318792234.7
10/29/2019,9858.14,1.9,1487.45,9427.687584,28426779937,1.70E+11,190.3425821,10622761958,20623205054,0.002654718,84394749.04,323421852.2
10/28/2019,9862.21,1.9,1492.1,9256.148389,30948255332,1.67E+11,182.6628176,10406734124,19788729316,0.002646243,92231650.26,322352880.7
10/27/2019,9862.04,1.88,1503.3,9551.714963,32593129501,1.72E+11,184.2422113,10815941952,19957408085,0.002653813,99551355.54,323238307.8
10/26/2019,9859.69,1.83,1503.3,9244.972209,44496255609,1.67E+11,179.8354781,13831784986,19477741705,0.002621564,118574429.4,319273921.9
10/25/2019,9859.72,1.84,1504.73,8660.700637,28705065488,1.56E+11,181.5232142,10358594018,19658140299,0.002683616,98533278.47,326793803.7
10/24/2019,9860.55,1.86,1503.65,7493.488732,16268708849,1.35E+11,162.1685406,7300917537,17560021218,0.002538342,81190106.18,309068054.4
